ticket_id,product,feature,issue_description,resolution_status
77467342,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Escalated
86367602,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Unresolved
56367654,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Resolved
25939930,Smartphone,Performance,The phone performance is noticeably slower than when it was new.,Escalated
12086044,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Escalated
48147545,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Resolved
89253053,Desktop Computer,Graphics,The computer graphics performance is poor affecting gaming and multimedia.,Resolved
86493926,Wireless Headphones,Battery Life,The headphones run out of battery too quickly.,Resolved
55473804,Smartwatch,Connectivity,The watch is experiencing frequent disconnection issues with the user device.,Unresolved
55001564,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Unresolved
80826453,Laptop,Display,The laptop display is not delivering the expected visual quality.,Unresolved
26994043,Smartphone,Connectivity,The phone is unable to connect to the wifi network.,Resolved
79181840,Smartphone,Battery,The battery is draining too quickly.,Resolved
94598955,Desktop Computer,Processor,The computer is struggling to handle intensive tasks like video editing.,Unresolved
39404422,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Unresolved
90840710,Smartphone,Performance,The phone is lagging and crashing when running multiple apps.,Escalated
52507420,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Unresolved
36180676,Smartphone,Display,The display is showing distorted colors.,Unresolved
99416058,Smartwatch,Battery Life,The watch battery is not lasting as long as expected between charges.,Escalated
60666412,Desktop Computer,Connectivity,The computer is unable to connect to the internet or peripheral devices.,Unresolved
84726927,Wireless Headphones,Connectivity,The headphones Bluetooth connectivity is unreliable.,Unresolved
45650202,Smartwatch,Fitness Tracking,The user is dissatisfied with the watch ability to monitor their fitness.,Unresolved
21004586,Laptop,Battery,The laptop battery is not lasting as long as expected.,Unresolved
83420124,Smartwatch,Fitness Tracking,The user is dissatisfied with the watch ability to monitor their fitness.,Escalated
37817003,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Unresolved
91203263,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Escalated
97637645,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Unresolved
90092799,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Escalated
94830657,Smartwatch,Connectivity,The watch is experiencing frequent disconnection issues with the user device.,Escalated
80383630,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Resolved
39754010,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Unresolved
57985408,Desktop Computer,Graphics,The computer graphics performance is poor affecting gaming and multimedia.,Unresolved
70004240,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Resolved
30519975,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Resolved
24664499,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Resolved
52848155,Desktop Computer,Processor,The computer processor is not keeping up with the user workload.,Escalated
36371646,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Escalated
69305710,Laptop,Battery,The laptop battery is draining quickly even with light usage.,Unresolved
15115531,Smartphone,Connectivity,The phone is experiencing frequent drops in cellular connectivity.,Escalated
56147343,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Unresolved
97707253,Wireless Headphones,Controls,The headphones controls are difficult to use and navigate.,Escalated
46851632,Smartphone,Connectivity,The phone is having trouble maintaining a stable internet connection.,Escalated
72629231,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Escalated
93019370,Smartphone,Performance,The phone performance is noticeably slower than when it was new.,Escalated
80430157,Smartwatch,Fitness Tracking,The watch fitness tracking features are not providing reliable data.,Escalated
12687577,Laptop,Battery,The laptop battery life is significantly shorter than advertised.,Unresolved
57093259,Gaming Console,Controller,The controller is not registering inputs properly.,Resolved
15855365,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Escalated
80113990,Smartphone,Performance,The phone performance is noticeably slower than when it was new.,Escalated
55001145,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Resolved
16182391,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Unresolved
86903145,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Unresolved
23273936,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Escalated
94913075,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Resolved
71477653,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Unresolved
80978665,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Unresolved
64104759,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Unresolved
89274234,Laptop,Display,The laptop display is flickering and causing eye strain.,Escalated
56478867,Portable Speaker,Audio Quality,The speaker is unable to deliver the desired audio experience.,Unresolved
52705384,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Escalated
85547168,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Unresolved
89474241,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Unresolved
22484727,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Resolved
42947356,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Escalated
14381110,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Unresolved
74725354,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Resolved
15024033,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Resolved
88140474,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Unresolved
66002287,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Resolved
20873561,Laptop,Battery,The laptop battery is not lasting as long as expected.,Resolved
81803065,Desktop Computer,RAM,The computer is running out of memory causing programs to freeze.,Resolved
85069667,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Unresolved
90542435,Smartphone,Camera,The camera is not capturing clear photos.,Unresolved
16477296,Smartwatch,Connectivity,The watch is unable to connect to the user smartphone.,Resolved
36341177,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Resolved
43724498,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Escalated
95833290,Smartphone,Connectivity,The phone is unable to connect to the wifi network.,Resolved
34240967,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Resolved
99641086,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Resolved
48899462,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Unresolved
28913922,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Escalated
44353142,Laptop,RAM,The laptop is running out of memory causing programs to crash.,Escalated
99753678,Smartphone,Display,The display is flickering and causing eye strain.,Escalated
55325917,Wireless Headphones,Battery Life,The headphones run out of battery too quickly.,Resolved
58545053,Portable Speaker,Connectivity,The speaker is unable to connect to the user device.,Escalated
49800806,Laptop,RAM,The laptop RAM is maxed out leading to poor multitasking performance.,Escalated
93181788,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Resolved
98357845,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Unresolved
34935147,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Unresolved
68608523,Desktop Computer,Graphics,The computer graphics performance is poor affecting gaming and multimedia.,Resolved
86103796,Portable Speaker,Durability,The speaker is not as durable as expected compromising its usability.,Resolved
27648749,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Escalated
47329942,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Unresolved
81862518,Smartphone,Battery,The battery is draining too quickly.,Escalated
57597687,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Unresolved
34306532,Smartphone,Connectivity,The phone is unable to connect to the wifi network.,Resolved
57129925,Smartphone,Battery,The battery life is significantly shorter than expected.,Resolved
19934522,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Escalated
89090084,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Resolved
32980687,Gaming Console,Performance,The console performance is noticeably inferior to the latest models.,Unresolved
69631837,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Escalated
92044261,Smartwatch,Fitness Tracking,The watch is not accurately tracking the user fitness activities.,Resolved
48607878,Smartphone,Performance,The phone performance is noticeably slower than when it was new.,Resolved
52898219,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Escalated
12779960,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Escalated
35465187,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Unresolved
94289760,Smartphone,Display,The display is flickering and causing eye strain.,Unresolved
95102907,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Resolved
99258134,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Resolved
77445137,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Escalated
20919571,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Unresolved
23133386,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Resolved
40055213,Smartphone,Camera,The camera is not capturing clear photos.,Unresolved
89486397,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Escalated
90668559,Smartphone,Performance,The phone is lagging and crashing when running multiple apps.,Unresolved
21402641,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Resolved
68773402,Smartphone,Battery,The battery is not holding a charge for long enough.,Escalated
33532344,Laptop,Display,The laptop display is not delivering the expected visual quality.,Resolved
73604199,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Unresolved
49374545,Gaming Console,Controller,The controller is not registering inputs properly.,Escalated
30374650,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Unresolved
86171636,Portable Speaker,Durability,The speaker is not as durable as expected compromising its usability.,Resolved
59147497,Smartphone,Camera,The camera is producing blurry and grainy images.,Resolved
56088398,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Unresolved
28811804,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Unresolved
38722402,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Escalated
57126299,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Resolved
31144811,Smartphone,Performance,The phone is running slowly and freezing frequently.,Unresolved
79070648,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Unresolved
76211938,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Resolved
93683071,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Escalated
40114211,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Resolved
20952934,Smartphone,Connectivity,The phone is having trouble maintaining a stable internet connection.,Resolved
54448362,Laptop,RAM,The laptop RAM is maxed out leading to poor multitasking performance.,Escalated
36059034,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Escalated
27308898,Desktop Computer,Graphics,The computer is unable to handle graphics-intensive applications effectively.,Resolved
43536072,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Escalated
23266908,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Resolved
84469552,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Unresolved
99764066,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Resolved
68697914,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Resolved
94083410,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Resolved
16942596,Wireless Headphones,Battery Life,The headphones run out of battery too quickly.,Unresolved
12396636,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Resolved
88421701,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Escalated
99998042,Smartphone,Performance,The phone is lagging and crashing when running multiple apps.,Escalated
47317059,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Unresolved
63553691,Laptop,Battery,The laptop battery is not lasting as long as expected.,Escalated
88665612,Desktop Computer,Storage,The computer storage is filling up quickly leaving little space for new data.,Resolved
26461817,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Unresolved
42508591,Laptop,RAM,The laptop is running out of memory causing programs to crash.,Resolved
18843888,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Unresolved
11728836,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Resolved
94758916,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Escalated
40825334,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Resolved
35716398,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Resolved
98163973,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Resolved
63143714,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Escalated
65777580,Smartphone,Camera,The camera is struggling to focus properly.,Unresolved
55393666,Smartphone,Performance,The phone is running slowly and freezing frequently.,Resolved
26360971,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Resolved
45960347,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Resolved
51889872,Smartwatch,Smart Features,The watch smart features are not delivering the intended user experience.,Unresolved
83923677,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Unresolved
45496467,Smartphone,Performance,The phone performance is noticeably slower than when it was new.,Escalated
60408191,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Resolved
81371165,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Escalated
20518287,Desktop Computer,Graphics,The computer is unable to handle graphics-intensive applications effectively.,Unresolved
92364965,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Unresolved
36898846,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Unresolved
24441562,Smartwatch,Battery Life,The watch battery is not lasting as long as expected between charges.,Resolved
50138961,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Unresolved
91123159,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Escalated
21185346,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Escalated
26668549,Desktop Computer,Processor,The computer processor is not keeping up with the user workload.,Escalated
12735037,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Unresolved
63421275,Laptop,Display,The laptop display is showing signs of discoloration and image distortion.,Unresolved
90400041,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Escalated
58055118,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Escalated
15919667,Desktop Computer,Processor,The computer processor is not keeping up with the user workload.,Resolved
36194616,Smartphone,Display,The display is showing distorted colors.,Escalated
66678897,Laptop,Storage,The laptop storage is filling up quickly leaving little space for new data.,Escalated
84338861,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Unresolved
99446508,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Escalated
71927765,Smartphone,Display,The display is not responsive to touch inputs.,Resolved
46271260,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Escalated
22151902,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Escalated
43391977,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Unresolved
24552540,Desktop Computer,Connectivity,The computer is unable to connect to the internet or peripheral devices.,Resolved
94939165,Gaming Console,Controller,The controller is not registering inputs properly.,Escalated
54306831,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Resolved
94096384,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Escalated
94624363,Laptop,Battery,The laptop battery life is significantly shorter than advertised.,Unresolved
43461030,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Resolved
42422419,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Resolved
39624823,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Escalated
17954931,Gaming Console,Online Services,The user is dissatisfied with the quality of the online experience.,Escalated
64009530,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Unresolved
81944673,Laptop,Display,The laptop display is showing signs of discoloration and image distortion.,Unresolved
95224019,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Escalated
50867650,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Resolved
10174361,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Escalated
24919628,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Escalated
51660559,Smartphone,Battery,The battery is draining too quickly.,Escalated
27714994,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Resolved
24298707,Laptop,RAM,The laptop RAM is maxed out leading to poor multitasking performance.,Resolved
87234531,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Escalated
79718431,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Escalated
64404787,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Escalated
85495929,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Unresolved
57705354,Desktop Computer,Processor,The computer is struggling to handle intensive tasks like video editing.,Resolved
23755203,Smartwatch,Fitness Tracking,The watch fitness tracking features are not providing reliable data.,Resolved
88610206,Portable Speaker,Audio Quality,The speaker is unable to deliver the desired audio experience.,Escalated
43890345,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Resolved
61899065,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Escalated
70753196,Gaming Console,Controller,The controller is not registering inputs properly.,Unresolved
75302609,Gaming Console,Performance,The console performance is noticeably inferior to the latest models.,Resolved
91859739,Desktop Computer,Processor,The computer is struggling to handle intensive tasks like video editing.,Resolved
87588476,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Escalated
80286504,Gaming Console,Controller,The controller is experiencing connectivity issues.,Escalated
86262812,Smartwatch,Smart Features,The watch smart features are not delivering the intended user experience.,Escalated
86281203,Laptop,Display,The laptop display is not delivering the expected visual quality.,Resolved
87274400,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Unresolved
64158141,Smartphone,Battery,The battery life is significantly shorter than expected.,Unresolved
23772582,Smartphone,Camera,The camera is not capturing clear photos.,Resolved
86551857,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Unresolved
55544014,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Resolved
35717126,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Resolved
44076064,Gaming Console,Online Services,The online services are frequently experiencing server outages.,Escalated
12269333,Laptop,Storage,The laptop storage is running low causing issues with file management.,Escalated
44316380,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Resolved
23168396,Smartwatch,Connectivity,The watch is experiencing frequent disconnection issues with the user device.,Escalated
52702460,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Resolved
12969777,Laptop,Display,The laptop display is flickering and causing eye strain.,Unresolved
30911227,Smartphone,Camera,The camera is producing blurry and grainy images.,Unresolved
75790967,Portable Speaker,Audio Quality,The speaker is producing distorted and muffled audio.,Resolved
32166217,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Unresolved
62633990,Desktop Computer,RAM,The computer is running out of memory causing programs to freeze.,Resolved
27422327,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Escalated
45429544,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Escalated
94198254,Smartphone,Performance,The phone is lagging and crashing when running multiple apps.,Resolved
95911966,Desktop Computer,Connectivity,The computer networking capabilities are not functioning as expected.,Unresolved
34842113,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Unresolved
85826159,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Escalated
91805487,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Unresolved
37201796,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Escalated
28456488,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Resolved
32065645,Gaming Console,Online Services,The online services are frequently experiencing server outages.,Unresolved
81615500,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Resolved
26858976,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Escalated
65722691,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Unresolved
25359223,Portable Speaker,Connectivity,The speaker is unable to connect to the user device.,Resolved
89058782,Wireless Earbuds,Battery Life,The earbuds battery life is significantly shorter than advertised.,Unresolved
27860707,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Unresolved
80090493,Laptop,RAM,The laptop is running out of memory causing programs to crash.,Unresolved
73508964,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Escalated
87407079,Gaming Console,Online Services,The user is dissatisfied with the quality of the online experience.,Resolved
59420878,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Resolved
44853306,Portable Speaker,Battery Life,The speaker battery is not lasting as long as expected.,Unresolved
17067616,Smartphone,Battery,The battery is not holding a charge for long enough.,Resolved
12890447,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Unresolved
34932021,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Unresolved
95517036,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Resolved
99970375,Desktop Computer,Processor,The computer processor is not keeping up with the user workload.,Resolved
23939808,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Unresolved
31507064,Gaming Console,Controller,The controller is experiencing connectivity issues.,Unresolved
71722722,Smartwatch,Fitness Tracking,The watch fitness tracking features are not providing reliable data.,Unresolved
15331802,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Unresolved
78868448,Wireless Headphones,Controls,The headphones controls are difficult to use and navigate.,Escalated
38922142,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Resolved
14859719,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Unresolved
96026017,Smartphone,Display,The display is showing distorted colors.,Unresolved
41741275,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Unresolved
61106496,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Escalated
57173551,Desktop Computer,Graphics,The computer graphics performance is poor affecting gaming and multimedia.,Resolved
76019018,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Resolved
88602733,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Escalated
66434208,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Resolved
82996992,Gaming Console,Controller,The controller is experiencing connectivity issues.,Resolved
60933442,Portable Speaker,Audio Quality,The speaker is producing distorted and muffled audio.,Resolved
26923570,Desktop Computer,Processor,The computer processor is not keeping up with the user workload.,Escalated
49281497,Gaming Console,Controller,The controller is experiencing connectivity issues.,Unresolved
37210189,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Unresolved
56563340,Smartwatch,Battery Life,The watch battery is not lasting as long as expected between charges.,Resolved
92438718,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Resolved
91254293,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Resolved
32378993,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Unresolved
80334127,Smartwatch,Battery Life,The watch battery is not lasting as long as expected between charges.,Unresolved
95027618,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Resolved
72010933,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Escalated
97104690,Smartphone,Connectivity,The phone is having trouble maintaining a stable internet connection.,Unresolved
24522295,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Resolved
91391041,Desktop Computer,RAM,The computer is running out of memory causing programs to freeze.,Escalated
89078136,Portable Speaker,Battery Life,The speaker battery is not lasting as long as expected.,Escalated
28129108,Desktop Computer,Storage,The computer storage is filling up quickly leaving little space for new data.,Resolved
41637265,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Resolved
67655533,Smartphone,Performance,The phone is running slowly and freezing frequently.,Resolved
88816442,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Resolved
78622656,Desktop Computer,Storage,The computer storage is filling up quickly leaving little space for new data.,Escalated
28865206,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Resolved
86081163,Laptop,Storage,The laptop storage is running low causing issues with file management.,Unresolved
49507492,Laptop,Storage,The laptop storage is filling up quickly leaving little space for new data.,Unresolved
56053651,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Unresolved
69278399,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Escalated
15733968,Laptop,Storage,The laptop storage is running low causing issues with file management.,Escalated
73294839,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Escalated
31457790,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Escalated
80008649,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Escalated
36900089,Smartphone,Connectivity,The phone is having trouble maintaining a stable internet connection.,Resolved
43361168,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Unresolved
50601332,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Escalated
69241679,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Unresolved
57434742,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Resolved
31898278,Laptop,RAM,The laptop is running out of memory causing programs to crash.,Escalated
81501736,Portable Speaker,Durability,The speaker is not withstanding the elements and is getting damaged.,Escalated
66239264,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Unresolved
73381597,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Escalated
73370501,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Resolved
88214373,Desktop Computer,Processor,The computer performance is sluggish especially with multitasking.,Escalated
25239466,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Unresolved
99652334,Gaming Console,Game Library,The user is disappointed by the lack of new game releases.,Unresolved
19251918,Smartwatch,Fitness Tracking,The watch fitness tracking features are not providing reliable data.,Escalated
91231660,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Unresolved
59067337,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Unresolved
71727964,Desktop Computer,Processor,The computer is struggling to handle intensive tasks like video editing.,Unresolved
89107110,Smartphone,Connectivity,The phone is unable to connect to the wifi network.,Unresolved
79588951,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Escalated
61039227,Laptop,RAM,The laptop is running out of memory causing programs to crash.,Escalated
43857691,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Resolved
56590392,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Unresolved
10826977,Portable Speaker,Connectivity,The speaker is unable to connect to the user device.,Unresolved
